Patent Summary,Result
"본 발명의 목적은 자연광을 감지하여 자연광이 감지되면 평판표시장치의 화면이 온 상태가 되도록 하며 가볍고 설계가 용이하도록 하는 접이식 발광표시장치 및 그의 구동방법을 제공하는 것이다. 본 발명은, 화상을 표시하는 화상표시장치를 구비하는 상부폴더, 상기 상부폴더와 힌지를 통해 연결되는 하부폴더, 상기 상부폴더와 상기 하부폴더가 접하는 면에 형성되되 상기 상부폴더와 하부폴더 중 하나의 폴더에 형성되며, 상기 상부폴더와 하부폴더의 개폐에 따라 광을 감지하여 상기 광의 광량에 따라 감지신호를 출력하는 광감지부, 상기 감지신호에 대응하여 상기 화상표시장치의 발광시간과 비발광시간의 비를 조절하는 제어부, 상기 화상표시장치를 구동하도록 하는 전원을 출력하는 전원부 및 상기 감지신호가 소정의 크기 이상이면, 상기 전원부의 출력을 차단하는 스위칭부를 포함하는 접이식 발광표시장치 및 그의 구동방법을 제공하는 것이다. 힌지, 광감지, 스위칭, 표시장치",등록
"본 발명에 있어서 인간의 정신생리학적 상태에 관한 정보 획득 방법은, 인간의 신체 부위와의 직접 혹은 간접적인 물리적 접촉을 하여 움직임 활동성을 측정하는 움직임 매개변수 측정 수단과, 상기 움직임 매개변수 측정 수단 내부에 장착되고 인간의 신체와 직접 접촉하지 않는 움직임 매개변수 전환 센서와, 상기 움직임 매개변수 측정수단에 의해 측정된 매개변수 수치는 움직임 속도로 전환되어 인간의 움직임 활동성을 분석하는 것을 특징으로 한다.",등록
"실시예는 중앙에 관통홀이 형성되는 바디와, 상기 바디의 모서리에 형성되는 두 개 이상의 지지부를 포함하는 하우징; 상기 지지부 각각의 대향면 사이에 배치될 수 있는 형상으로 형성되는 적어도 두 개 이상의 마그넷을 구비하는 마그넷부; 및 상기 마그넷부의 내측면과 대응되게 배치되는 코일부;를 포함하는 렌즈구동모터를 제공한다.",등록
"본 발명은 온라인 또는 오프라인 서비스를 요청하고 제공받을 수 있는 정보로 이루어진 개인 정보를 QR 코드 또는 스마트 태그에 결합시켜 간단한 조작만으로 원하는 서비스를 제공받을 수 있도록 하기 위한 QR 코드 또는 스마트 태그를 이용한 서비스 제공 방법에 관한 것으로, 코드 리더기가 구비된 휴대용 단말기를 이용하여 QR 코드 또는 스마트 태그를 촬영하여 데이터 통신망을 통해 서비스 제공 서버에 온라인 전송하면, 서비스 제공 서버는 상기 QR 코드 또는 스마트 태그에 상응하는 서비스를 제공하기 위한 서비스 제공 방법에 있어서, (1) 휴대용 단말기의 코드 리더기는, 사용자의 개인정보를 수신 또는 입력받아 내부 메모리에 저장하는 단계; (2) 휴대용 단말기의 코드 리더기는, 카메라를 통해 촬영된 QR 코드 또는 스마트 태그를 디코딩하는 단계; (3) 휴대용 단말기의 코드 리더기는, 디코딩된 QR 코드 또는 스마트 태그에 저장된 정보를 화면상에 출력하는 한편, 사용자가 원하는 정보를 온라인 또는 오프라인 상태로 전달받을지의 여부를 입력받기 위한 안내 메시지를 출력하는 단계; (4) 휴대용 단말기의 코드 리더기는, 사용자가 상기 안내 메시지에 응하여 정보를 오프라인으로 제공받고자 하는 경우 상기 내부 메모리에 저장된 사용자 정보 중 발송 정보를 읽어들여 발송 안내 메시지를 출력하는 단계; 및 (5) 휴대용 단말기의 코드 리더기는, 상기 발송 안내 메시지에 응하여 사용자가 발송요청을 위한 명령을 입력한 경우 해당 발송 안내 메시지를 오프라인 발송서버로 전송하는 단계를 포함하여 이루어진 것을 특징으로 한다.",등록
"1. 기술분야 본 고안은 컴퓨터 책상에 관한 것으로, 상세하게는 상세하게는 컴퓨터 본체를 포함하여 기타 컴퓨터를 구동시키는 부품(케이블, 전선 등)이 내부에 수납되는 컴퓨터 본체 수납형 책상에 관한 것이다. 2. 구성 및 효과 본 고안은 키보드와 마우스가 놓여지는 제1 상판이 전방측으로 갈수록 하향 경사지게 사선으로 배치된 컴퓨터 본체 수납형 책상을 제공함으로써 사용자가 상기 키보드와 상기 마우스를 조작하기 위해서 손을 상기 키보드와 상기 마우스의 높이에 대응하여 일정 높이로 들어올린다 하더라도, 팔의 국부가 아닌 비교적 넓은 부위가 자연스럽게 제1 상판의 상면에 안착되도록 하여 상기 키보드와 상기 마우스 조작시 제1 상판에 접하는 팔의 면적을 증가시키고, 이를 통해 사용자에게 상기 키보드와 상기 마우스 조작시 인체 공학적으로 편안함을 제공하여 종래기술에 따른 책상에 대비하여 팔이 배기는 현상을 현저하게 감소시켜 사용상 편리성을 제공할 수 있다.",등록
"스마트폰 사용자의 온라인 서비스에 대한 인증과 승인 로그인을 하는 OTP 시스템에 있어; 상기 OTP 시스템에 스마트폰 번호 연결 등록부; 와 1개 이상의 PW정보 연결 등록부; 외부 신호에 의해 상기 PW정보를 화면에 출력하여 주는 화면 출력부; 로 구성하고 상기 PW정보는 스마트폰 번호를 유추할 수 있도록 상기 OTP 시스템에 사전 연결 등록된 것을 특징으로 하는 스마트폰 사용자의 온라인 서비스에 대한 인증과 승인을 하는 OTP 시스템으로, 스마트폰 및 컴퓨터 등의 디바이스에서 온라인(online)네트워크 상의 모든 보안 인증과 승인 로그인에, 보안 OTP (One Time Password)의 1회용 PW를 이용하는 방식으로, 이용자가 온라인 서비스에 로그인 하려는 시점에, 1회용 PW를 보안 OTP (One Time Password)에서 PW를 생성시켜주고, 이용자는 OTP 디바이스의 생성된 1회용 PW를 입력하여 로그인 하게 된다. 그리고 OTP 디바이스는 스마트폰 번호에 등록, 대응 연결되어 있고, OTP 디바이스에서 사용자에 보여주는 1회용 PW는 또한 스마트폰 번호에 연결 등록 되어 시간대별 해당 연결된 스마트폰 디바이스에 대응하는 PW를 출력하게 한다.",등록
"게시된 내용은 수돗물 등의 원수를 수소수로 변환시켜 음용하기 위한 어댑터를 갖는 수소수 생성기에 관한 것으로, 본 명세서의 일 실시예에 따른 어댑터를 갖는 수소수 생성기는 전원 인가시 원수를 수소수로 변환시키기 위한 수소 발생기가 내설되고, 원수를 수용하는 전용 물병이 착탈가능하게 결합되도록 개구부 내측면에 제1나사부가 형성되는 하우징; 상기 하우징의 개구부를 개폐시키기 위한 플랜지와, 상기 플랜지 하부에 형성되고 상기 제1나사부에 착탈가능하게 결합되는 제2나사부와, 상기 플랜지 상부 중앙에 형성되고 페트병을 착탈가능하게 결합시키기 위한 제3나사부로 이루어지는 어댑터;를 구비함에 따라, 상기 하우징의 제1나사부에 상기 전용 물병을 결합시켜 사용하거나, 또는 상기 하우징의 제1나사부에 결합되는 상기 어댑터의 제3나사부에 상기 페트병을 결합시켜 사용할 수 있는 것을 특징으로 하는 어댑터를 갖는 수소수 생성기를 제공한다.",등록
"본 발명은 피목적물로부터 액체 중의 고체분을 분리해내기 위한 여과필터 및 이를 포함하는 여과장치 및 여과정제시스템에 관한 것으로서, 일정 길이를 형성하되 양측단 관통 구조를 갖도록 제직된 메쉬원단에 대해 열풍 성형으로 일측단에 직경 확장구조의 직경확장마감단부를 갖는 메쉬필터부재; 상기 메쉬필터부재의 지지체로 기능하도록 메쉬필터부재의 내부로 삽입 배치되는 것으로서, 상기 직경확장마감단부에 끼워지는 스프링직경확장단부를 일측단에 갖고 타측단에 스프링밀착마감부를 갖는 스프링지지체; 상기 메쉬필터부재의 타측단부를 내측 방향으로 접어 상기 스프링지지체 측 스프링밀착마감부의 내측으로 삽입 배치 및 내주연에 밀착시킨 상태에 스프링밀착마감부로 체결되어 메쉬필터부재의 타측단부를 압착 고정하는 압착고정구;를 포함하는 내구성을 갖는 여과필터를 제안하며, 이러한 구성의 여과필터를 포함하되 사용시 기밀성을 유지 및 강화할 수 있고 이를 통해 피목적물로부터의 여과 또는 정제를 위한 처리효율을 높일 수 있으며 필터하우징 내에 내재되어 사용되는 여과필터의 분해 조립이 용이하고 세정이 필요시 한번에 통째로 인출이 가능한 구조를 갖는 여과장치와 이를 포함하는 여과정제시스템을 함께 제안한다.",등록
"무선 통신 연결 방법, 무선 통신 단말기 및 무선 통신 시스템이 제공된다. 액세스 포인트와 무선 통신하기 위한 무선 통신 단말기의 무선 통신 연결 방법은, 가설정 데이터가 포함된 제1 신호를 액세스 포인터로부터 수신하는 단계; 가설정 데이터를 이용하여 액세스 포인트와 무선 통신 연결이 가능한지 여부를 판단하는 단계; 액세스 포인트와 무선 통신 연결이 가능하다고 판단되면, 액세스 포인트로 접속 메세지를 송신하는 단계;및 접속 메세지에 대한 응답으로 설정 데이터가 포함된 제2 신호를액세스 포인트로부터 수신하는 단계;를 포함한다. 이에 의해, 사용자는 특정 동작 없이도, 무선 통신 단말기는 간편하고 쉽게 액세스 포인트와 자동연결이 가능해진다.",등록
"본 발명의 목적은 유체상 또는 반고체상의 충전물과 액세서리용 내부장식물을 세그먼트 본체에 각각 내장하고 세그먼트 본체 소재의 융착 또는 접합 조립을 동시에 수행할 수 있어서, 충전물을 엠보싱 및 쿠션의 수단으로 사용할 수 있는 액세서리형 제품을 다품종으로 양산할 수 있는 벌지형 액세서리 세그먼트 제조방법 및 이에 의해 제조된 제조물을 제공하는데 있다. 본 발명의 벌지형 액세서리 세그먼트 제조방법은, 금형(12)과 정반(50)이 구비된 금형 장치(10)를 이용하되, 상기 금형(12)과 상기 정반(50)의 사이에 원단(20, 40)을 적층시키는 배열 단계와; 상기 금형(12)에 형성된 복수개의 여압 성형 공간(15)을 각각 여압상태로 유지시킴에 따라, 상기 원단(20, 40) 중 어느 하나를 벌지형으로 부풀어오르게 하여 만곡 부위(69)를 형성시키는 흡입 단계와; 상기 금형(12)의 팁부위(13)와 상기 정반(50)의 압착에 의해 상기 원단(20, 40)의 외곽라인을 상호 융착시키는 접합 단계를 포함한다. 액세서리, 벌지형, 세그먼트, 원단, 인쇄, 공기 토출구",등록
"본 발명은 알킬아크릴레이트-비닐방향족 화합물-비닐시안 화합물 공중합체의 쉘 부분에 폴리에틸렌글리콜 디아크릴레이트 또는 폴리에틸렌글리콜 디메타크릴레이트의 폴리에틸렌계의 가교제를 사용하여 알킬아크릴레이트-비닐방향족 화합물-비닐시안 화합물 공중합체를 제조하고, 이를 폴리카보네이트 수지 조성물에 적용함으로써, 수지의 저온충격강도를 보다 향상시키는 효과를 나타내는 알킬아크릴레이트-비닐방향족 화합물-비닐시안 화합물 공중합체의 제조방법 및 이를 포함하는 열가소성 수지 조성물에 관한 것이다.",등록
"본 발명은 알킬아크릴레이트-비닐방향족 화합물-비닐시안 화합물 공중합체의 코어 부분에 폴리에틸렌글리콜 디아크릴레이트 또는 폴리에틸렌글리콜 디메타크릴레이트의 폴리알킬렌계의 가교제를 사용하여 알킬아크릴레이트-비닐방향족 화합물-비닐시안 화합물 공중합체를 제조하고, 이를 폴리카보네이트 수지 조성물에 적용함으로써, 수지의 저온충격강도를 보다 향상시키는 효과를 나타내는 알킬아크릴레이트-비닐방향족 화합물-비닐시안 화합물 공중합체 및 이를 포함하는 폴리카보네이트 수지 조성물 등에 관한 것이다.",등록
